Id,SalePrice
1604,123845.79302968577
1064,609382.4497574455
1923,153430.981206522
1988,103475.5095453044
2325,169642.65007096657
114,210103.28071406143
2700,174559.08311061087
217,125406.37503654549
343,168479.34290554043
386,230842.3439536863
2005,114674.93277430133
2908,148855.3149383971
1814,213078.5612605289
2446,630406.3829707698
208,129670.544184062
1679,114941.27565007567
822,319111.37119973643
6,197886.1850790558
1781,382105.34943964286
2397,274486.22193443065
2340,301344.1453558278
1618,183596.69493293084
2843,109755.08121896684
1061,371899.6162778789
2786,127701.51508299606
1935,131366.5480660481
1341,102235.3896281828
521,272232.9209173287
2136,137192.01055183046
996,205654.5042183061
227,143715.45432237955
135,183401.2462600857
1167,161022.17094182476
294,244128.83734514256
1776,202759.74031984294
540,162414.51985269674
1717,194616.11866710332
2303,137924.21799188197
116,177737.51195389323
127,149715.12199422612
1371,144957.89712437754
1014,0.0
1507,107089.28714692644
702,103009.1108199947
750,138194.00487109929
261,149400.3034767748
1559,66075.0157010795
577,206159.55009294552
2812,193493.2487123694
2080,151637.79911026382
1368,114294.87037031598
2376,125418.20618954691
659,104222.65050641124
1235,142651.24546082816
332,80003.0011997335
1917,145856.3407703813
2094,254538.78883033755
1460,263079.1091926357
1471,218051.422388166
1509,116818.09377589493
1922,142475.52815340564
433,574788.9888098771
460,258288.25783217035
1116,229066.52370841432
1137,162495.08291630747
53,167053.77082883622
2354,260169.95417461035
1475,190041.95808111998
1761,335337.1152360183
842,153960.21776542935
2739,185746.36129073438
2509,150326.96061186102
1007,201547.3740085809
2610,190829.91260189234
1952,85558.16042211211
2719,155943.40451052773
2921,86909.63421845205
1966,144536.10879647676
292,107321.21598978552
1204,182210.55403967714
1829,252630.10124138818
2419,185739.42134197056
391,142976.7434324229
798,122682.69253300843
481,192505.22529620997
193,123805.82677179492
555,114234.6664496697
899,70950.09423066712
2357,187490.52671713853
328,116458.11765030301
1356,118153.61137582202
1154,110338.27772002392
1730,173728.8891973546
2249,171844.08188529982
1119,263898.32810913934
2856,141967.66035937122
1394,135094.33893447308
2587,120717.3400720989
61,314949.9452639191
2661,181294.30151961523
2711,143546.2148144117
1147,179672.5230695769
757,128088.50849755279
2623,113487.38374538245
2378,139530.05369562536
1413,123348.48726131362
1722,216129.22043943548
1112,217394.34413272553
1623,206167.7679863751
1201,197029.42148708977
1513,125881.26410047332
957,520601.9956532003
1171,246809.42881837784
1145,185430.3285247018
2726,235538.46084057077
703,150730.84176411288
760,104975.53190867738
1964,155196.3975523101
2512,169104.2090880811
159,132376.28539548456
1281,160579.91733762517
468,185003.39055737067
290,123200.45107283515
665,93932.42332111625
1463,248078.30281256806
1792,232687.99828566608
923,162240.28088995712
500,247773.8427926056
1408,158102.44288241665
331,90240.55002384768
170,110065.09661469348
2192,97556.46070117164
2571,inf
2314,181996.31304917228
2647,90247.45661074523
422,437957.5088649906
2457,336143.3766354445
1838,205995.17095090516
2805,270666.0758358634
1645,150338.3073477335
1711,303554.147347552
2825,228115.04887539786
322,425579.82645058975
2103,236990.47793938394
342,113206.38121495009
600,117362.8412885405
488,182859.48493900683
1725,301208.948078285
2246,296743.389357967
2847,146411.7452081665
806,224264.4297105117
530,217374.44199714388
963,178079.1650318681
2678,87892.02112693469
171,94801.73015826714
2401,454901.73348319356
805,208735.67507316542
2259,235449.9036229949
1748,184470.97766220357
1361,133627.24620808123
1677,110846.74146872743
1406,136138.69345898676
2322,260492.20997808693
688,156179.457769195
143,139759.1311079793
804,201527.8827534686
1214,182694.35578287806
2828,136889.84879967925
1999,135252.37066947675
2467,201332.32752966354
2665,135216.56734173195
1538,401816.784556031
398,129286.6802919346
2822,137167.9083492352
2157,140851.6517256328
1856,200271.36535083078
1269,115897.13458271418
2570,118101.04280326139
2320,230003.85998697474
1517,147531.07731412453
2304,158581.9578732441
1312,111281.64216294115
2012,135710.69358217737
506,224343.71251451035
2865,236645.7764586099
2367,97892.83228995999
554,84234.4379155954
238,125832.0793002755
1954,129174.60815022909
2488,114361.85184655624
2291,74457.15974800303
1969,124393.91026830875
2725,149957.82534483276
1482,149925.5078702717
2763,195231.1559957287
503,242003.44075143247
1584,238771.9076082884
1531,144351.83037618475
2210,159496.99151860364
459,339480.95595637156
556,137318.643113923
1347,117035.73676917356
1290,79667.64014304997
1388,102894.52853583894
1571,299442.7918010095
2754,198935.1245182579
765,127433.75624511456
2494,123674.33316374685
2870,242254.51279984362
7,219681.7304170781
1114,244796.27580464116
2418,270119.3988111535
291,120150.4530550561
18,301059.612386345
39,360634.70334096876
1001,243040.60718009245
2442,216861.762486607
616,116305.72954146055
2680,67860.60470754169
1414,137614.1739499966
289,171714.84207907965
40,270606.19693020015
860,121736.67226697643
409,128457.77719509577
673,145515.5116513624
2427,182076.0363189308
2036,249543.4109242808
2564,152067.6248527913
642,138109.79632863158
1008,181996.7370728671
1908,136692.46285225233
2519,197102.06884844028
1369,97194.72887302222
2855,175615.568418129
712,95673.63627405484
1943,105007.22694350345
1958,113853.91129057486
107,159643.08634221696
2295,199635.43744458802
704,103606.64217695381
676,171482.40330863855
259,185155.17177340217
93,272391.08751778054
106,246139.43685043458
2315,174167.1534958476
1050,115036.06536283133
1095,191810.31955839682
2709,145473.23538636684
758,113635.42717106814
1496,149674.48215798184
2370,117426.69296063897
2458,295428.1149614454
2733,129526.66203694225
161,199973.89186652
726,161248.91660943037
845,195217.00693645852
947,253855.88448834012
2232,109013.77432308812
2563,143974.3551901622
2299,inf
211,inf
605,145147.04074617272
1478,186857.40220345816
2247,292496.45198921295
2274,191143.45680862127
2869,207449.07981133656
967,205608.23822264507
2656,123657.03395163917
667,168136.01898752362
1042,105248.02835554219
2023,159886.7957140718
2447,415943.22207441245
2055,136047.68631514398
2275,300085.5820903809
2204,167099.73949830854
1563,278812.61880264507
483,219830.14235385126
796,112835.16717697683
1526,173198.36693906624
2042,107373.86002588212
442,353928.1547474165
1693,339348.88990983844
1468,214073.53242757486
1430,224875.54783108417
2605,117645.42463318877
1529,212913.33142068054
335,159409.99861764503
1287,132660.59567253035
31,102675.77037407336
1785,317044.8407207872
82,161693.2101820948
2620,122438.88624633226
252,207167.0976271959
721,60659.10303404778
2165,182391.64202535505
2316,189129.00683163374
775,130258.15155966263
1558,67506.9172428376
17,244894.12942853908
1022,223928.7334121533
925,142000.53956405443
438,265189.17179694463
1270,133458.0148085449
1272,138325.67929929512
215,126867.8012726009
266,224052.31739345918
2402,276566.38247708266
1250,121571.93935651853
1984,104603.22699028392
1279,151107.77034313438
377,247878.63213925652
1252,104632.80932734063
2156,258633.39606916546
499,322586.08185616514
1374,135838.156429669
2898,267167.28460258164
401,111253.27248801918
2721,126099.15994105164
2078,245954.11254175293
2589,136941.92591611834
1946,241326.72967984012
1334,125425.12324234172
2781,225318.96898085377
431,427210.23661733797
576,192238.0816676267
1474,203051.65299433976
2254,147226.6217874345
2155,269461.138655595
885,102258.33241536771
643,140973.65426007108
1944,136716.45380214747
480,185934.4688918735
2845,108034.03174797956
2387,311138.0672270568
2407,202381.09546866253
2527,167976.80990995283
2514,148696.36973888133
629,111357.58688843258
80,211880.4821498597
1876,138566.04912275824
1546,125418.33567682792
2518,165719.65193563196
2347,156755.50315067326
783,207719.41923182984
1322,52235.82623165453
194,85693.8373471805
1770,277235.3736524266
2143,inf
1229,213887.445701641
511,266570.5788693352
46,213385.5299210399
1348,115533.21978092255
2465,195464.2993917558
387,220938.51455517183
873,216313.27033968974
1918,123102.60542614797
2764,211640.48334928264
2184,128697.18468431824
934,130392.85430340935
1920,127861.57591771068
2631,146197.912264906
1768,819820.4669818239
2040,112101.4476536179
1749,210900.427632539
834,235641.78322566993
1457,232347.2408760149
79,118878.91872691119
2302,142095.4264894319
1817,147286.28612344287
2755,229536.12606616633
359,173871.99757454122
2059,108703.32488512437
2092,237527.4363773938
2516,232281.66138813947
150,120883.04761081451
1656,122406.62745477525
83,96462.40565695912
2411,175816.987078217
795,73107.35884904642
2312,214631.5446172638
2917,94764.12706818503
1624,170554.95194277435
2215,368942.213306847
1211,144774.2849624614
1485,156398.72810656807
1024,159359.26494583115
570,208739.36838065388
2874,148286.76011152318
700,134010.24770465094
2756,202203.6081413522
2022,174528.65608717653
583,214218.46282062013
2392,381441.25420292903
2424,174246.00915395576
212,89872.57384483785
736,124846.74572038444
1610,167554.32653288447
890,116215.73497060218
467,183769.66876154084
578,194982.35661523417
1747,189058.936324345
1149,156335.7970401019
2758,251347.1283828355
857,147309.35490507586
2219,289024.03733283555
733,71575.18400158294
2909,102755.6763857757
1798,259006.54697070792
235,125510.6805443496
2366,122809.94664910994
1027,127820.65675231912
1195,151922.273066135
1303,72825.19985121189
148,171980.2508523011
608,158452.56410992713
2515,199369.88652582458
821,269941.3350016879
2500,266325.28404661175
745,101428.32441022378
741,124750.07378779902
1611,inf
2532,132691.8212592871
1081,233837.6525228968
1692,480695.64652453247
2520,169779.78205268842
276,116610.28835659596
1992,126694.5760364876
663,62396.78389655403
418,134816.85446257953
1733,196653.4651446262
2359,152874.09313432273
253,200661.53327165966
1518,172901.13449230068
2035,144789.81713565404
2919,77398.53366273486
1540,265903.5387178022
2120,153384.34765828308
1674,187647.30382215985
256,146303.5265502454
2361,143161.3036598503
978,82128.84559747185
2280,148307.38354024064
2095,196627.1519426957
1709,334979.97251002723
2801,248044.9199886525
1246,116713.76682364893
2373,95912.92460988449
1055,268871.3564994583
2017,118207.7673281376
1099,261328.03303277193
1344,91954.02080237691
835,223058.6343302624
1117,228189.89747966608
2043,104268.97862071777
2085,139593.5181819079
410,140180.39553676036
2650,113276.45390463449
2867,177903.4665355905
1668,120488.27594243431
1161,162233.70840393336
2122,177365.81198119294
2539,158764.0693604641
1047,135605.0906363597
1445,128303.1958131147
541,130328.1475588559
569,225337.05294703483
1276,119676.88123881636
918,inf
326,181047.49656841185
1936,133893.910130246
895,83453.53529044053
257,161603.67328810433
1241,173283.01919749938
1545,118051.84955856178
1189,160675.856593669
270,147788.18054044474
2066,165043.730090988
693,124778.5672584528
1259,127359.32556040368
2916,150852.7626394259
2321,298562.3836518565
1977,61213.661452560635
1895,148958.13947154727
1240,161119.99734237805
85,158740.4875765512
1823,138944.68033378685
825,269702.53996762034
110,220382.9572707305
697,108649.57854904984
2297,120560.50395365118
1231,145008.5709515966
1355,137929.12676575288
968,325340.73666051804
584,200982.93593236047
1315,129607.2744230544
1606,152740.63932500794
206,106169.44219352413
1685,344222.4448162973
2016,130927.32745509782
869,211517.4507470907
2135,129676.50159257217
2346,176374.4409267044
2430,225601.9630745929
2198,51964.83762676121
2652,119213.96929439432
27,124360.35077909527
241,182482.90563469141
906,123501.6713847424
1506,113208.59808700731
2098,375355.69215631735
1435,226160.56230885058
2213,164516.43938980126
1274,128638.72441468769
743,30758.702805383247
1737,189457.7222248263
2797,271717.2831259472
2185,69654.56218901263
58,182327.67760886048
830,185277.4172892747
808,116005.71620660854
680,153305.27593874797
1153,111504.39315062012
1291,119523.99750538141
1818,132660.04478182655
2161,182188.59061673193
1883,114138.88080322136
350,331236.50880702055
2473,145668.50037466153
295,188220.51549907154
293,176240.32741316324
859,125679.48974707902
288,68308.5118361301
1578,156036.19095720298
102,185316.5866632165
2831,121762.63363299692
1030,152232.30892217308
2551,148701.54291457578
1286,157688.14816697047
958,342299.7203428372
776,132689.06072858907
72,239105.5088083859
2263,257948.913406901
1866,156105.13820988656
2876,81742.3028471053
2146,236167.7761054771
103,158033.06293981307
1500,141116.52386772452
492,168078.4281294931
167,156814.07828375555
2597,124574.12832277888
2685,108880.65226072661
1035,161423.34959869142
1220,75777.38357755654
2602,187457.50738267234
2159,206898.57668159038
695,116990.76726329664
1109,252548.36340231093
640,165159.9255227899
1652,158077.5521866579
2090,192201.3879414386
1188,175764.41322455913
2345,240094.52148971215
1059,447215.99748452066
2751,230042.78748969297
128,212238.31989746663
1523,188015.00355193258
2925,185754.4830300721
2145,285624.33571998426
1121,229411.82299767438
566,244368.95795629531
565,242732.55859138316
1331,145910.95511864405
2928,135537.40876749274
156,132898.4991936378
797,139895.80465554472
327,91230.49086567282
2859,138399.67239089234
1453,123879.67423721455
1762,341249.51238424133
1868,203244.49793970594
1760,180950.2639104736
1113,234545.2005450852
1812,186367.18198184852
117,149306.10327009993
1142,196106.48888181063
2342,427865.2765473591
927,150270.7527469594
2478,187621.04600875848
655,87389.15175821858
2064,131597.51055233358
369,251876.60175808266
2239,114158.6792907762
2732,226928.90502892548
1653,149887.72162104805
959,242766.53964888313
2395,354218.3668905947
1412,108806.25274982268
271,239883.89513980132
1484,146236.99855629544
1497,150752.4895654721
552,130710.94675219632
2,139557.68542080093
1855,296533.8409829515
4,258914.14671596792
2292,154402.39304815812
134,140856.46873747147
646,95181.12718296106
42,290589.6801196379
532,208330.48273994698
713,96052.08761414392
2561,143446.20838567975
2360,134559.74750619484
1333,131254.76822687572
1407,262509.3750001271
2892,293277.74546060915
574,191890.0918812297
1227,155016.67492891726
2591,188050.9756667358
1476,202547.25397887366
1125,244117.3952584872
1446,140977.74436604115
408,113476.57349749206
1101,298809.6902307744
2251,197138.97230924683
373,168838.68916696546
2554,137263.72169686455
2382,255014.36884778857
1985,91030.6819393092
519,252217.31601347995
1093,203871.58164172585
864,240107.27968837487
2889,142769.1063614511
2308,171717.90891102495
986,189234.17000576993
1302,124709.04167835487
585,163610.84837676884
2708,149306.2689720827
147,132370.29509818825
1441,216972.85759484716
383,188347.8836642876
285,144473.06029097317
181,111751.93898951173
358,189625.82887693285
780,156384.4492367964
258,197669.01996215974
1865,216006.26875970195
692,117304.19906791937
2902,338023.31504428515
508,255059.12169451546
2638,151225.99893915735
36,148084.61806877446
611,165353.08956138405
2281,158530.30169642967
1678,115526.49044056502
1696,482635.94801568124
1557,53585.587034735494
2180,161631.4284653595
1726,219880.46323897623
951,147500.97845800436
267,221825.14264840208
2706,131266.91442053337
2221,266896.9389517375
1357,179240.99451790983
2901,308255.4734463984
347,174368.24897685923
2164,182707.1930434996
1586,313481.6389549815
360,144069.44258982147
1769,265627.7053879149
2617,139763.40302490865
1879,136457.05942740507
991,246577.76598927198
1535,128234.17283636014
1191,134948.77714633755
1579,229321.26423243168
1882,105105.43566718778
1510,135376.26820477424
2196,105664.81146035773
1845,180975.40045851006
2336,392380.9958594441
942,84782.307789252
861,136214.59052652476
2555,117852.03789899839
1392,148745.70719754492
2099,235717.39539048332
1543,123028.9480981687
948,287912.8363077905
1239,172992.8130579811
22,180836.0900797876
2796,221637.46743684768
2747,163807.41170819005
92,282498.5489929917
210,165049.48712626888
1858,208045.60361019982
2228,165420.71357903263
447,239276.01048328157
827,230667.68809992328
1649,188673.38944830833
682,142395.71686790953
2698,100662.65953426645
494,165056.84203016327
214,74271.06352612941
2441,245073.650882657
2679,110821.79460817469
1336,110881.18069148956
465,175667.5786760291
1524,171804.45018168952
2543,124943.92040106612
631,140062.38094508843
2452,297745.0171822592
228,143675.34317709424
126,203696.68169452721
1092,241082.77136802263
1122,215449.99161896965
932,216389.4676191341
1980,70261.02279354082
2171,110042.08693538277
551,165006.6168767794
2768,156458.67766940565
2056,119271.83389033539
1159,341455.7489029348
2645,119849.89624507539
1174,177082.16888122834
2266,197372.9023804606
2462,406169.1334397195
1219,141561.12954446883
2922,181136.88088190203
118,145843.64449796572
474,168839.9319009751
2576,142741.08802773475
872,272976.72177383315
1077,205172.61111195319
1536,165428.36073744795
1150,130534.61304687998
2341,282970.4147198343
1931,182655.0376042986
2785,135347.4000243832
2538,136167.51119331326
597,206717.4489169811
464,166033.46057855053
233,195186.8413183675
2169,135178.92244964087
2123,180455.4235155
1867,182830.22487166774
137,274394.05819217843
515,262598.8781854708
933,111440.3331743605
2784,155696.55627018632
972,156243.75555176704
599,184135.47188023504
2614,126908.46963306742
2582,150223.697525063
1409,161827.0454435068
175,103343.75443203909
352,219479.99147505558
976,93005.9706384299
2134,196372.45356739426
984,122857.71000316441
2396,360586.74455727567
1673,156029.33467085348
404,124127.16630316344
607,163133.32545776226
814,146212.93785478285
868,183602.3813860758
2271,176119.3756347524
1633,196198.68098393187
337,136772.52997658635
2765,162589.69060874076
1746,234679.44678985875
368,315828.07605311775
2806,202510.16986424554
1662,181805.82953485707
1234,210220.83930184328
1373,125734.93118217474
1672,118687.98254615132
1939,125158.58090378263
